episode,reward,steps,epsilon,loss
71,-8.092364927209799,46,0.697046600835495,0.03870883584022522
72,-9.16297558050815,15,0.6935613678313175,0.022488383576273918
73,-12.779624401666982,83,0.6900935609921609,0.09888124465942383
74,-14.341102550927976,14,0.6866430931872001,0.07386261224746704
75,-13.060187964737946,27,0.6832098777212641,0.05502345785498619
76,-15.549875621120883,51,0.6797938283326578,0.044305749237537384
77,-16.046389310994,28,0.6763948591909945,0.1056072860956192
78,91.77539376536558,23,0.6730128848950395,0.3515920042991638
79,-15.009588915861146,73,0.6696478204705644,0.024520166218280792
80,-16.056854249492375,41,0.6662995813682115,0.21158155798912048
81,-14.020249675906653,22,0.6629680834613705,1.7791626453399658
82,-11.992974157481955,21,0.6596532430440636,0.3025529980659485
83,-11.604749047311062,92,0.6563549768288433,0.12167789041996002
84,-11.77413956051333,15,0.653073201944699,0.3336883783340454
85,-8.4566247903554,15,0.6498078359349755,0.3226676285266876
86,-16.231594578792294,20,0.6465587967553006,0.2502974271774292
87,-9.125551275463987,53,0.6433260027715241,0.15728096663951874
88,-13.383920216900384,31,0.6401093727576664,0.14834097027778625
89,-14.8210371133795,51,0.6369088258938781,0.07302257418632507
90,-13.848191616685,12,0.6337242817644086,0.08176220953464508
91,-12.686850279707546,33,0.6305556603555866,0.17704319953918457
92,-13.188254046430764,26,0.6274028820538087,0.21063323318958282
93,-14.4870215753018,27,0.6242658676435396,1.138634204864502
94,-11.456024005659136,31,0.6211445383053219,0.09855569154024124
95,-14.247056259933057,9,0.6180388156137953,0.08853314816951752
96,-12.271841754867186,16,0.6149486215357263,0.04471743106842041
97,-15.276951045271225,22,0.6118738784280476,0.17168846726417542
98,-15.874300260379318,13,0.6088145090359074,2.706934690475464
99,-12.812284986369647,24,0.6057704364907278,0.22238066792488098
100,-13.68493701204902,20,0.6027415843082742,0.7394158840179443
101,-10.46190665900501,12,0.5997278763867329,0.7635157108306885
102,-11.631921959418744,14,0.5967292370047992,1.1329766511917114
103,-7.780707526456731,46,0.5937455908197752,0.44552916288375854
104,-11.095344990916686,16,0.5907768628656763,1.273289442062378
105,-13.135028388445456,17,0.5878229785513479,1.544704794883728
106,-14.98047542301888,19,0.5848838636585911,0.5206206440925598
107,-13.15541456299633,60,0.5819594443402982,0.3377745449542999
108,-14.898203932499367,20,0.5790496471185967,0.2784419655799866
109,-12.56793785618263,15,0.5761543988830038,0.27657899260520935
110,-14.303759837927622,13,0.5732736268885887,1.3565982580184937
111,-12.86578113752806,6,0.5704072587541458,1.4297924041748047
112,-16.065903072185982,35,0.567555222460375,0.3480842709541321
113,-16.11374633945198,25,0.5647174463480732,0.3072720170021057
114,-8.784410590725848,30,0.5618938591163328,2.6240124702453613
115,-14.186755557004938,24,0.5590843898207511,0.7540115118026733
116,-15.092346358543587,30,0.5562889678716474,0.2937765419483185
117,-12.491308377351316,46,0.5535075230322891,0.2816276252269745
118,-17.096004611063197,13,0.5507399854171277,0.43578046560287476
119,-15.004999834365684,18,0.547986285490042,0.3414100706577301
120,-14.080956195355752,15,0.5452463540625918,30.658361434936523
121,-15.000947014218283,13,0.5425201222922789,2.1733298301696777
122,-9.95565286981298,12,0.5398075216808175,0.4890061020851135
123,-15.004249831169389,16,0.5371084840724134,1.0802401304244995
124,-15.005307475947507,17,0.5344229416520513,0.8302193880081177
125,-9.726273680206361,9,0.531750826943791,0.7646802663803101
126,-13.04613773994282,29,0.5290920728090721,0.22987714409828186
127,-15.22006516271798,33,0.5264466124450268,1.2008618116378784
128,-9.928342613226057,68,0.5238143793828016,0.4982204735279083
129,-6.269048105154699,11,0.5211953074858876,0.22941386699676514
130,-14.395861193352772,8,0.5185893309484582,0.4523526430130005
131,-8.782637873181157,15,0.5159963842937159,3.4498915672302246
132,-12.531130403714162,16,0.5134164023722473,1.0563355684280396
133,-13.140808971482546,15,0.510849320360386,2.367976188659668
134,-10.792787917385201,9,0.5082950737585841,0.634496808052063
135,-16.037234934001603,24,0.5057535983897912,0.5289645791053772
136,-15.249193917889347,46,0.5032248303978422,1.269378423690796
137,-15.016854857736938,16,0.500708706245853,1.831261396408081
138,-12.37106319199675,46,0.4982051627146237,1.3168730735778809
139,-17.161390808599194,35,0.49571413690105054,0.8299309015274048
140,-16.941440943958273,13,0.4932355662165453,2.7636959552764893
141,-12.223085952172662,10,0.4907693883854626,1.3961083889007568
142,-14.533209644915345,31,0.4883155414435353,4.135216236114502
143,-14.438456598547821,18,0.4858739637363176,0.9189567565917969
144,89.0842135623731,35,0.483444593917636,2.0057120323181152
145,85.741095817178,29,0.4810273709480478,1.5522520542144775
146,-13.200672596351325,17,0.47862223409330756,3.1202173233032227
147,-11.657959430298344,65,0.47622912292284103,2.637991428375244
148,-10.964649880095822,8,0.4738479773082268,3.3460006713867188
149,-15.596140500307401,63,0.47147873742168567,0.6525329351425171
150,-14.751806548426078,16,0.46912134373457726,0.376677930355072
151,-14.657205376836155,30,0.46677573701590436,0.6455492973327637
152,-13.859011399555808,14,0.46444185833082485,2.0162010192871094
153,-13.131466850658901,48,0.46211964903917074,3.3532066345214844
154,-14.46871418971619,22,0.4598090507939749,1.2244906425476074
155,-12.592408914950067,56,0.457510005540005,1.072126030921936
156,-9.079584240176564,78,0.45522245551230495,1.0591517686843872
157,-15.213825030764704,19,0.4529463432347434,0.6923814415931702
158,-15.13307511170407,12,0.4506816115185697,33.53972625732422
159,-16.47720041502216,38,0.4484282034609769,0.3537730574607849
160,-13.310856894623752,29,0.446186062443672,0.8113154768943787
161,-13.286105325591915,43,0.4439551321314536,2.7931947708129883
162,-7.356197877068764,12,0.4417353564707963,2.299882411956787
163,-14.223208004092637,60,0.43952667968844233,5.479720115661621
164,-9.087058184630761,7,0.43732904629000013,2.155017375946045
165,-12.431090375687734,26,0.4351424010585501,0.9660623073577881
166,-16.174548661852775,51,0.43296668905325736,0.8339511156082153
167,-15.307327953526634,33,0.43080185560799106,1.3690648078918457
168,-14.01506557755358,15,0.4286478463299511,3.841249942779541
169,-11.594053815799178,25,0.42650460709830135,1.9826240539550781
170,-13.657438524302,11,0.42437208406280985,1.5051110982894897
171,-12.03590300473097,36,0.4222502236424958,2.3344388008117676
172,-11.316985651847666,45,0.42013897252428334,1.916921615600586
173,-15.410564971726531,110,0.4180382776616619,0.42771947383880615
174,92.6261885475519,37,0.4159480862733536,0.8496395349502563
175,-12.55742430504416,15,0.41386834584198684,5.566966533660889
176,-14.053635556279477,40,0.4117990041127769,0.8743929266929626
177,-13.651291706336155,69,0.40974000909221303,42.48848342895508
178,-13.413618495495705,15,0.40769130904675194,0.9051383137702942
179,-15.505361017187258,47,0.40565285250151817,1.879825234413147
180,-11.991838308013136,42,0.4036245882390106,28.544551849365234
181,-14.369776807753173,50,0.4016064652978155,3.2283272743225098
182,-12.768862727504986,22,0.3995984329713264,2.1227123737335205
183,-16.01797042713617,14,0.3976004408064698,2.165224552154541
184,-13.801670438566825,57,0.39561243860243744,1.3595339059829712
185,-14.531668173370631,44,0.3936343764094253,3.380830764770508
186,-13.757225575051656,29,0.39166620452737816,0.8365468978881836
187,-7.420707526456729,10,0.3897078735047413,1.365695595741272
188,-14.884562646538027,15,0.3877593341372176,1.162489414215088
189,-12.06,7,0.3858205374665315,2.4122114181518555
190,-14.957408502293305,22,0.38389143477919885,1.5110220909118652
191,-14.510711722729342,17,0.3819719776053028,2.6266708374023438
192,-12.406760454892751,35,0.3800621177172763,1.563821792602539
193,-11.46,147,0.37816180712868996,1.3044021129608154
194,90.88027465957678,114,0.37627099809304654,0.7329691648483276
195,-10.759470069338178,31,0.3743896431025813,1.2848079204559326
196,-11.105585997031023,28,0.37251769488706843,1.4846426248550415
197,-14.431216138018023,31,0.3706551064126331,3.475755453109741
198,88.98599212598819,16,0.36880183088056995,0.888977587223053
199,-12.120548542477007,31,0.3669578217261671,1.3732584714889526
200,-12.532887146966122,32,0.36512303261753626,0.9679346084594727
201,-11.754835192865496,15,0.3632974174544486,5.197634696960449
202,-10.907060269506832,10,0.3614809303671764,4.929297924041748
203,-12.618843066877307,14,0.3596735257153405,3.7339847087860107
204,-9.182637873181156,55,0.3578751580867638,2.6863865852355957
205,-14.396950765959595,16,0.35608578229633,2.1170008182525635
206,-9.374605510623807,45,0.3543053533848483,1.5259202718734741
207,-16.027999948132766,25,0.35253382661792404,6.222729682922363
208,-14.393795838021273,27,0.3507711574848344,19.50326919555664
209,-15.553285331820476,27,0.34901730169741024,5.469492435455322
210,-14.139999999999999,15,0.3472722151889232,39.51726531982422
211,-10.95047856822564,23,0.3455358541129786,8.781593322753906
212,-8.811657386773941,8,0.3438081748424137,19.837745666503906
213,-14.925632957943147,19,0.3420891339682016,2.165769577026367
214,-8.792044694048293,10,0.3403786882983606,26.464433670043945
215,-5.36859268947544,10,0.3386767948568688,3.7811641693115234
216,-11.94820393249937,25,0.33698341088258443,2.839355945587158
217,-16.175896326907417,32,0.3352984938281715,1.925557017326355
218,-14.608714189716189,36,0.33362200135903064,4.970454216003418
219,-11.554053815799179,21,0.33195389135223546,2.294590711593628
220,-7.664436754619915,14,0.3302941218954743,2.3911678791046143
221,-14.596706472834558,15,0.32864265128599696,3.8610434532165527
222,-11.105913887975124,14,0.326999438029567,3.5055582523345947
223,-13.222136342800596,23,0.3253644408394192,5.523471832275391
224,-16.553981132056602,13,0.3237376186352221,4.948607444763184
225,-15.452522247780308,62,0.322118930542046,6.163970470428467
226,-16.823618495495698,56,0.32050833588933575,1.9193549156188965
227,-13.70886272750497,116,0.31890579420988907,11.039220809936523
228,-14.244691154921618,36,0.3173112652388396,14.408313751220703
229,-13.05742430504415,65,0.3157247089126454,2.89919376373291
230,-12.473507420360558,84,0.3141460853680822,6.850980758666992
231,-12.587225575051662,12,0.3125753549412418,8.931970596313477
232,-14.438456598547821,18,0.31101247816653554,3.485478162765503
233,-15.847939896512017,22,0.30945741577570285,29.215091705322266
234,-11.879224446933014,8,0.3079101286968243,2.7574033737182617
235,-12.91689437438234,5,0.3063705780533402,6.139986991882324
236,-11.463105625617661,35,0.30483872516307353,3.9338319301605225
237,94.75000000000001,127,0.3033145315372582,3.999307870864868
238,-13.436373286306093,16,0.3017979588795719,2.2804019451141357
239,-13.387160459908124,18,0.30028896908517405,3.6102068424224854
240,-10.952124149399754,17,0.2987875242397482,3.1573646068573
241,-16.546662492207876,57,0.29729358661854943,5.585217475891113
242,-14.512175748620908,16,0.29580711868545667,2.173651933670044
243,-8.973409572468151,34,0.2943280830920294,2.787365436553955
244,-14.850329614269008,9,0.29285644267656924,2.847820281982422
245,-15.231858761774454,59,0.2913921604631864,1.8307703733444214
246,-12.447037648117869,57,0.28993519966087045,6.2359418869018555
247,-15.040856107528104,10,0.2884855236625661,3.489563226699829
248,-14.766131876318893,71,0.28704309604425327,1.311082363128662
249,-15.71835168323433,23,0.285607880564032,5.444849967956543
250,-8.447605276762614,24,0.28417984116121187,2.174755573272705
251,-15.735786437626903,16,0.2827589419554058,5.701103687286377
252,-14.585312974582859,29,0.28134514724562876,3.2866952419281006
253,-16.825280572972446,20,0.2799384215094006,4.955768585205078
254,-14.507832229112132,40,0.27853872940185365,40.36962890625
255,-8.838278815184925,23,0.27714603575484437,5.497011184692383
256,-13.815363602731868,60,0.2757603055760701,2.74385929107666
257,-14.691356894202059,26,0.2743815040481898,3.22027587890625
258,-9.957939232082843,6,0.2730095965279488,3.5221643447875977
259,-13.47290525976408,148,0.27164454854530906,10.456008911132812
260,-14.501812006054074,23,0.2702863258025825,4.994859218597412
261,-13.594981810754856,13,0.2689348941735696,5.006327152252197
262,-8.81757330846155,10,0.26759021970270175,6.664490222930908
263,-13.623336909164246,54,0.2662522686041882,4.015570640563965
264,-17.49012074658597,110,0.2649210072611673,9.22153091430664
265,-10.642060767917158,56,0.26359640222486147,2.1272668838500977
266,-13.105149267146167,119,0.26227842021373715,8.615103721618652
267,-11.685556051052599,46,0.2609670281126685,2.683687210083008
268,-15.20330700061818,18,0.25966219297210513,3.317657947540283
269,-6.784013121777214,13,0.2583638820072446,7.297776222229004
270,-16.085463332229722,48,0.2570720625972084,3.115200996398926
271,-14.801938685759673,12,0.25578670228422234,3.1817777156829834
272,-13.710786271992589,30,0.25450776877280124,6.1995954513549805
273,-11.0363788264735,19,0.2532352299289372,3.2327277660369873
274,-11.919613531670516,15,0.2519690537792925,3.183161735534668
275,-7.687048463907006,56,0.2507092085103961,2.3724050521850586
276,-10.960951894845302,14,0.2494556624678441,4.162226676940918
277,-14.864942878566811,25,0.24820838415550486,5.454510688781738
278,-8.30480313728156,23,0.24696734223472733,2.080475091934204
279,-10.469019513592785,38,0.2457325055235537,13.289674758911133
280,-16.74354308107801,32,0.24450384299593592,7.398181438446045
281,-13.107707282214008,14,0.24328132378095624,4.722355842590332
282,-14.159055848957674,64,0.24206491716205145,12.241300582885742
283,-13.664697112686659,10,0.2408545925762412,10.861699104309082
284,-11.15702441949185,19,0.23965031961336,2.471275806427002
285,-15.951878352550978,15,0.2384520680152932,2.0034515857696533
286,-10.791932381252517,7,0.23725980767521673,3.8212146759033203
287,-13.429410425091532,11,0.23607350863684065,3.2921013832092285
288,-12.804295259955097,43,0.23489314109365644,1.8627934455871582
289,-10.14,15,0.23371867538818816,4.342341423034668
290,-13.975359714832656,29,0.23255008201124722,3.558685064315796
291,-9.087475879984781,24,0.231387331601191,7.886746406555176
292,-10.975045648211431,106,0.23023039494318503,3.203247308731079
293,-15.295141701776046,25,0.2290792429684691,4.070385932922363
294,-14.90871418971618,66,0.22793384675362674,2.003981113433838
295,-15.382257748298546,33,0.22679417751985861,11.839692115783691
296,-14.024487907918491,20,0.22566020663225933,8.304238319396973
297,-11.939224446933013,14,0.22453190559909803,4.240902423858643
298,-13.160808971482547,17,0.22340924607110255,3.650797128677368
299,-15.233721948359564,49,0.22229219984074702,4.81866455078125
300,-9.540620273394438,13,0.2211807388415433,4.784527778625488
301,-14.665001646490246,14,0.22007483514733558,15.255794525146484
302,-11.922172342587537,136,0.2189744609715989,3.500755786895752
303,-14.89173021384343,19,0.2178795886667409,2.202442169189453
304,-16.029584611564115,78,0.2167901907234072,4.271397113800049
305,-9.791262171259792,9,0.21570623976979014,1.509138584136963
306,-14.032537764677075,16,0.21462770857094118,4.1462788581848145
307,94.81646544266712,53,0.21355457002808648,8.784706115722656
308,-14.092537764677076,22,0.21248679717794605,1.7423288822174072
309,-14.83334251390503,14,0.21142436319205632,2.058340549468994
310,-10.902774424948339,39,0.21036724137609603,68.18059539794922
311,-14.441355094303713,15,0.20931540516921554,6.743859767913818
312,-14.159999999999998,17,0.20826882814336947,34.74017333984375
313,-14.757424305044161,35,0.20722748400265262,4.472735404968262
314,-14.944710813986385,29,0.20619134658263935,7.441771507263184
315,-14.783202735672273,21,0.20516038984972615,3.7037675380706787
316,-13.69579549141189,15,0.2041345879004775,5.383175849914551
317,-8.200590799242503,12,0.2031139149609751,11.725749969482422
318,-13.614038404635956,50,0.20209834538617025,3.556114912033081
319,-15.237413614280555,44,0.2010878536592394,3.8368587493896484
320,-14.991847922888976,18,0.2000824143909432,3.7464327812194824
321,-8.780590799242502,70,0.19908200231898848,5.230690002441406
322,-14.830017819320865,42,0.19808659230739353,5.143723011016846
323,-13.472027152478823,72,0.19709615934585656,7.672990322113037
324,-15.13024967590665,33,0.19611067854912728,12.130934715270996
325,-15.036122503440442,12,0.19513012515638165,15.75442123413086
326,-15.025583166196618,15,0.19415447453059972,3.0512473583221436
327,-15.090249675906653,29,0.19318370215794672,2.7811789512634277
328,-13.08400787401181,22,0.192217783647157,5.870652198791504
329,-13.599835094686199,12,0.1912566947289212,5.149435520172119
330,-11.244649880095821,36,0.1903004112552766,2.117501735687256
331,91.33742430504415,10,0.18934890919900021,4.104976177215576
332,-9.19124162695051,15,0.18840216465300522,4.738476753234863
333,-15.317792892025006,46,0.18746015382974018,4.9287214279174805
334,-15.394692454167693,45,0.1865228530605915,5.856031894683838
335,-13.333507420360544,170,0.18559023879528855,4.4917826652526855
336,-16.275151389911677,12,0.1846622876013121,5.90684175491333
337,-15.343830623552357,12,0.18373897616330553,5.5231404304504395
338,-12.142472747627096,56,0.182820281282489,2.476625442504883
339,-15.110862906649853,11,0.18190617987607657,43.48439025878906
340,-16.45020694072967,13,0.18099664897669618,8.865957260131836
341,-10.706443818636945,20,0.1800916657318127,5.936900615692139
342,-14.722650046069226,16,0.17919120740315364,15.604063034057617
343,-14.844620318779398,29,0.17829525136613786,6.195008754730225
344,-16.91278532223142,46,0.17740377510930716,5.427887916564941
345,-13.130484870129838,22,0.17651675623376062,9.749014854431152
346,-13.588806559200723,72,0.1756341724525918,2.9267475605010986
347,-14.014984231724743,58,0.17475600159032884,28.523895263671875
348,-15.990962442108163,30,0.17388222158237718,7.328096389770508
349,-11.505663702997355,13,0.1730128104744653,3.293241500854492
350,-12.66509830688171,9,0.17214774642209296,27.210159301757812
351,-14.55755677510237,18,0.1712870076899825,7.425412178039551
352,-13.435986878222785,11,0.17043057265153258,8.805625915527344
353,-12.774945082146,89,0.16957841978827493,5.530104160308838
354,-11.520829319755698,61,0.16873052768933355,5.433661460876465
355,-13.717644377351714,32,0.1678868750508869,4.3801798820495605
356,-16.919701366241316,38,0.16704744067563246,6.059075355529785
357,-14.253983175798787,20,0.1662122034722543,27.14242935180664
358,-14.438346025469182,52,0.16538114245489302,4.013644695281982
359,-13.81592627233099,28,0.16455423674261854,3.5895583629608154
360,-11.993150944336108,21,0.16373146555890544,5.933526992797852
361,-13.653145750507619,32,0.16291280823111093,10.11683177947998
362,-12.313920172816946,12,0.16209824418995536,13.052838325500488
363,-10.967188427917314,29,0.16128775296900558,6.028059005737305
364,-14.567157084687889,24,0.16048131420416054,9.330571174621582
365,-16.398155918975913,46,0.15967890763313974,14.187901496887207
366,-12.664335287981526,9,0.15888051309497406,4.0789031982421875
367,-10.04385470645828,34,0.1580861105294992,6.259117126464844
368,-13.50672880965309,9,0.1572956799768517,4.460398197174072
369,-16.87857754044952,20,0.15650920157696743,7.252101421356201
370,-12.52694745741231,8,0.1557266555690826,8.66501235961914
371,-11.217959430298345,21,0.1549480222912372,9.763045310974121
372,-16.48232374528266,80,0.15417328217978102,14.922006607055664
373,-12.99097113516844,11,0.1534024157688821,7.377354621887207
374,-13.63135073236598,19,0.1526354036900377,10.295612335205078
375,-15.867739666121308,30,0.1518722266715875,8.452117919921875
376,-16.68273473739859,39,0.15111286553822956,20.512426376342773
377,-15.23763297029085,38,0.15035730121053842,10.793632507324219
378,90.72980211390598,50,0.14960551470448571,4.116007328033447
379,-11.965065964768993,21,0.14885748713096328,10.793960571289062
380,-10.49614529354172,22,0.14811319969530845,5.855179786682129
381,-15.893727751363471,59,0.1473726336968319,8.792407035827637
382,-17.135420865257366,21,0.14663577052834775,7.892017841339111
383,-17.7042393328134,27,0.14590259167570602,4.258584976196289
384,-17.295629498375575,177,0.1451730787173275,10.304369926452637
385,-10.132827062859723,44,0.14444721332374086,13.830634117126465
386,-16.33783684204166,14,0.14372497725712216,6.437645435333252
387,-15.957234934001605,16,0.14300635237083656,6.678231239318848
388,-15.175861193352759,86,0.14229132060898236,3.7956762313842773
389,-14.035080933642686,31,0.14157986400593744,5.5854082107543945
390,-14.999838288203314,26,0.14087196468590776,6.3367509841918945
391,-13.312640687119284,8,0.14016760486247823,8.995953559875488
392,-12.87509760465785,8,0.13946676683816583,12.792469024658203
393,-14.702901363196947,9,0.138769433003975,11.138901710510254
394,92.74036415832086,35,0.13807558583895513,39.038936614990234
395,-10.85856159089482,21,0.13738520790976036,18.674724578857422
396,91.9931887801898,70,0.13669828187021155,5.219853401184082
397,-10.825110841048513,6,0.13601479046086049,7.127187252044678
398,-14.34871418971619,10,0.1353347165085562,14.359415054321289
399,-17.486600265340737,113,0.1346580429260134,11.860793113708496
400,-10.292867090886153,40,0.13398475271138335,12.349832534790039
401,-18.242815102630082,31,0.13331482894782642,76.76655578613281
402,-14.510017819320868,10,0.13264825480308728,9.389718055725098
403,-16.07531828401342,53,0.13198501352907185,14.475897789001465
404,-6.60016556472925,16,0.1313250884614265,7.760309219360352
405,-14.679999999999993,69,0.13066846301911936,4.100870132446289
406,-11.187060269506832,38,0.13001512070402377,8.490843772888184
407,-17.188758310686104,248,0.12936504510050365,4.193931579589844
408,-10.556185321568147,8,0.12871821987500112,8.631908416748047
409,-14.869612759101177,23,0.12807462877562611,8.533388137817383
410,-11.438376199889461,20,0.12743425563174798,4.75886344909668
411,-8.230816283317276,7,0.12679708435358925,12.44973373413086
412,-10.813273615295609,38,0.1261630989318213,8.138065338134766
413,-15.51905954161921,23,0.1255322834371622,11.754827499389648
414,-17.858136265414345,32,0.12490462201997637,6.765313148498535
415,-13.21403840463596,10,0.1242800989098765,15.882038116455078
416,-10.69144823884372,32,0.12365869841532712,29.673175811767578
417,-13.337885981929329,42,0.12304040492325048,14.68040943145752
418,-13.251435458206247,28,0.12242520289863423,8.771173477172852
419,-14.569488361094656,64,0.12181307688414106,5.647208213806152
420,-14.495516536401484,104,0.12120401149972035,9.193531036376953
421,-8.35901171756673,30,0.12059799144222175,24.539276123046875
422,-9.753116441406792,39,0.11999500148501063,6.73548698425293
423,-7.924599380618689,16,0.11939502647758558,10.160491943359375
424,-12.225628237543528,11,0.11879805134519765,8.0811767578125
425,-14.295139461095278,54,0.11820406108847166,11.659774780273438
426,-15.604518131228632,19,0.1176130407830293,21.46697998046875
427,96.30809997315046,27,0.11702497557911415,5.30972957611084
428,-16.513960485941553,42,0.11643985070121858,5.979971408843994
429,-13.69536360273187,48,0.11585765144771248,16.272663116455078
430,-16.636660202423123,32,0.11527836319047392,15.027776718139648
431,-15.791489019257462,37,0.11470197137452155,13.315242767333984
432,-14.247832229112138,14,0.11412846151764894,17.807353973388672
433,-10.946443818636945,44,0.1135578192100607,9.577715873718262
434,-12.550229459136979,22,0.11299003011401039,13.023139953613281
435,-15.490875506438941,19,0.11242507996344034,14.78353214263916
436,-14.954315726689376,12,0.11186295456362313,8.821084022521973
437,-15.040980486407214,15,0.11130363979080501,8.281357765197754
438,-16.095634589405115,67,0.11074712159185099,6.619908809661865
439,-13.020951894845297,20,0.11019338598389174,14.843664169311523
440,-12.797911264073647,37,0.10964241905397228,28.51016616821289
441,-13.694984231724746,26,0.10909420695870241,93.04640197753906
442,-15.74944335915998,23,0.1085487359239089,6.648355484008789
443,-14.658134139780996,45,0.10800599224428936,8.357820510864258
444,-12.87862975022963,33,0.10746596228306791,53.926021575927734
445,-16.145898384862235,62,0.10692863247165257,9.291824340820312
446,-10.226258256421389,12,0.1063939893092943,9.806910514831543
447,-12.566314144685666,135,0.10586201936274783,21.123594284057617
448,-15.136140500307405,17,0.10533270926593409,10.539387702941895
449,-12.711466850658908,6,0.10480604571960442,21.528427124023438
450,-13.97790134895698,47,0.1042820154910064,18.53467559814453
451,-12.6406082987294,42,0.10376060541355137,18.95363998413086
452,-17.516503628666797,118,0.1032418023864836,9.025327682495117
453,-14.091462709680117,56,0.10272559337455119,12.700064659118652
454,-15.040854857473413,20,0.10221196540767843,6.756453037261963
455,-14.108790151697095,21,0.10170090558064004,8.105852127075195
456,-13.113375209644595,44,0.10119240105273684,7.39180850982666
457,-13.606728809653086,19,0.10068643904747315,6.943991184234619
458,-14.893721948359566,15,0.10018300685223579,6.2812299728393555
459,-16.980143273735514,98,0.0996820918179746,6.976348876953125
460,-15.111617545051722,18,0.09918368135888474,6.640927314758301
