episode,reward,steps,epsilon,loss
461,-14.115065577553576,25,0.09868776295209031,28.608402252197266
462,-9.34047236764875,123,0.09819432413732986,19.046619415283203
463,-14.323305753449834,83,0.09770335251664321,6.9725751876831055
464,-16.167652872056966,65,0.09721483575406,7.0865678787231445
465,-13.327258740314909,37,0.09672876157528969,10.515789985656738
466,-14.888255824691019,10,0.09624511776741324,8.095083236694336
467,-11.059999999999995,107,0.09576389217857617,35.2624626159668
468,-16.500764295061206,30,0.09528507271768329,6.982309818267822
469,-15.780545135375291,27,0.09480864735409487,15.68449592590332
470,-16.66304234052852,30,0.0943346041173244,4.331151008605957
471,-16.27431007884031,28,0.09386293109673778,9.17141342163086
472,-17.799921907551504,52,0.09339361644125409,16.01719856262207
473,-15.839834435270749,30,0.09292664835904782,11.090198516845703
474,-12.715032173246888,14,0.09246201511725258,8.048393249511719
475,-14.908255824691018,12,0.09199970504166631,25.421184539794922
476,-11.077554350153667,57,0.09153970651645797,9.044534683227539
477,-14.10526877200979,39,0.09108200798387568,10.752346992492676
478,-14.111902449636375,47,0.0906265979439563,11.570801734924316
479,-13.766751383688039,13,0.09017346495423652,11.352115631103516
480,-17.769720692681087,64,0.08972259762946533,11.306400299072266
481,-15.158915625654096,21,0.089273984641318,23.83785629272461
482,-13.39314575050762,6,0.0888276147181114,18.07714080810547
483,-15.450977808376415,43,0.08838347664452084,13.833317756652832
484,-10.299999999999999,31,0.08794155926129824,9.544061660766602
485,-9.964206682076986,21,0.08750185146499175,10.574989318847656
486,-16.636555615733695,44,0.08706434220766679,11.805818557739258
487,-15.869017004296595,54,0.08662902049662846,10.30296802520752
488,-9.389081691818102,24,0.08619587539414532,11.965059280395508
489,-11.679379726605562,111,0.08576489601717459,127.88463592529297
490,-13.250401740854091,23,0.08533607153708872,5.562394142150879
491,-15.234692454167694,29,0.08490939117940327,28.16440773010254
492,-16.385181489247923,41,0.08448484422350626,23.925048828125
493,-5.389799559404119,15,0.08406242000238873,19.198530197143555
494,-16.720358335125084,67,0.08364210790237678,16.974010467529297
495,-15.0705249437001,96,0.0832238973628649,12.349549293518066
496,-12.820926017040245,59,0.08280777787605056,11.918572425842285
497,-16.04169566548936,31,0.08239373898667031,8.420196533203125
498,-14.582809443181578,12,0.08198177029173696,19.185501098632812
499,87.44695402640545,49,0.08157186144027828,17.9589786529541
